bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,statezip,price,basement,renovated,era_category,lat,lng,10th,ave,ct,dr,ln,ne,nw,pl,rd,se,st,sw,way
3,1.0,7.154615356913663,9.009936307631463,1.5,0,0,4,7.154615356913663,0,1947,1988,16225 10th Ave NE,98155,304000.0,0,1,450218.6320663586,47.7564,-122.3426,0.8854218347328525,0.29998584266581363,0.0,0.0,0.0,0.35501643451872883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5,7.886081401775745,9.500544261971474,2.0,0,2,3,7.886081401775745,0,1992,0,4612 92nd Ave NE,98004,1901000.0,0,0,539932.8210941788,47.6488,-122.2188,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.5,6.745236349484363,7.824046010856292,1.0,0,0,3,6.745236349484363,0,1986,0,4020 21st Ave SW,98106,295000.0,0,0,539932.8210941788,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
2,1.0,6.917705609835305,8.006367567650246,1.0,0,0,4,6.917705609835305,0,1925,1968,107 E 3rd St,98045,280000.0,0,1,623805.5955773297,47.49,-121.7742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,2.25,8.349957272040324,10.53924393931682,2.0,0,0,3,8.349957272040324,0,1989,0,19505 NE 143rd St,98077,985000.0,0,0,539932.8210941788,47.7569,-122.1478,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.75,7.3395376954076745,8.81877816903701,1.0,0,0,5,7.098375638590786,330,1980,0,9626 NE 129th Pl,98034,503000.0,1,0,539932.8210941788,47.6974,-122.2054,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,3.25,8.213381737034572,8.881836305004146,2.0,0,0,3,8.213381737034572,0,2007,0,440 8th Ave,98033,1580000.0,0,0,614313.8655298545,47.6974,-122.2054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.75,7.414572881350589,8.242756345714477,1.5,0,0,3,7.414572881350589,0,1926,2003,8054 Brooklyn Ave NE,98115,619000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.25,7.478734825567875,9.007612005404566,2.0,0,0,3,7.478734825567875,0,1977,2004,12921 79th Pl NE,98034,420000.0,0,1,539932.8210941788,47.6974,-122.2054,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,2.5,7.3901814282264295,8.94715577112479,2.0,0,0,3,7.3901814282264295,0,1989,0,21635 SE 268th St,98038,246500.0,0,0,539932.8210941788,47.3659,-122.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
3,1.0,6.917705609835305,9.160519676992227,1.0,0,0,3,6.917705609835305,0,1969,2010,17620 SE 121st Pl,98059,270000.0,0,1,450218.6320663586,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
3,2.5,7.874739125171811,9.22029070282935,1.0,0,0,4,7.365180126021013,1050,1967,0,14008 SE 45th Ct,98006,852500.0,1,0,450218.6320663586,47.5951,-122.1535,0.0,0.0,0.8698694477814449,0.0,0.0,0.0,0.0,0.0,0.0,0.4932820124598141,0.0,0.0,0.0
4,2.5,7.570443252057374,8.238536930171769,2.0,0,0,3,7.570443252057374,0,2003,0,16828 166th Pl SE,98058,330000.0,0,0,614313.8655298545,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,2.5,7.745002803515839,9.548454117726651,2.0,0,0,3,7.745002803515839,0,1991,0,14923 280th Pl NE,98019,470000.0,0,0,539932.8210941788,47.7354,-121.9726,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,3.0,7.512071245835466,9.16408698745872,2.0,0,0,3,7.512071245835466,0,1991,0,15204 88th Ave NE,98028,415000.0,0,0,539932.8210941788,47.7735,-122.2044,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.795646536334594,9.11964950669168,1.0,0,0,4,7.251344983372214,1020,1978,2000,4618 NE 22nd Pl,98059,335000.0,1,1,539932.8210941788,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,1.75,7.595889917718538,8.460622839927844,1.5,0,0,4,7.081708586105575,800,1944,0,3713 SW Sullivan St,98126,445000.0,1,0,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023022875295023,0.7982680968426139,0.0
4,2.5,7.882314918980268,10.325481962595504,1.0,0,0,4,7.426549072397305,970,1960,2001,23264 SE 54th Pl,98029,715000.0,1,1,450218.6320663586,47.544,-122.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,2.75,7.595889917718538,8.889032571874742,1.0,0,0,3,7.146772179452637,720,1999,0,2820 V Ct SE,98002,270000.0,1,0,539932.8210941788,47.3039,-122.2108,0.0,0.0,0.8698694477814449,0.0,0.0,0.0,0.0,0.0,0.0,0.4932820124598141,0.0,0.0,0.0
6,3.0,8.04237800517328,8.517193191416238,1.5,0,0,5,7.501082124259871,1300,1921,0,812 N 47th St,98103,725000.0,1,0,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1.0,7.272398392570047,8.078688229229872,1.0,0,0,3,6.866933284461882,480,1915,0,1608 N 50th St,98103,445000.0,1,0,623805.5955773297,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,2.5,7.580699752224563,9.56395062454207,1.0,0,1,4,7.162397497355718,670,1958,1972,12048 Standring Ct SW,98146,600000.0,1,1,450218.6320663586,47.4762,-122.3394,0.0,0.0,0.8034783493549739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953339752759005,0.0
4,1.75,7.659171367666058,8.444622498581403,1.0,0,1,3,7.081708586105575,930,1951,1994,9214 Cyrus Ave NW,98117,582000.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.4437377669767846,0.0,0.0,0.0,0.0,0.8961566794698663,0.0,0.0,0.0,0.0,0.0,0.0
4,3.5,8.134467570277563,9.284426915328881,2.0,0,0,3,8.134467570277563,0,2008,0,10635 SE 2nd St,98004,1405000.0,0,0,614313.8655298545,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
4,2.5,7.5652752818989315,9.175024026848615,1.0,0,0,4,7.5652752818989315,0,1968,0,29612 2nd Ave SW,98023,465000.0,0,0,450218.6320663586,47.3091,-122.3358,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
3,1.75,7.383989457978509,8.776475789346321,1.0,0,0,4,7.383989457978509,0,1947,1988,2003 NE 117th St,98125,438750.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.75,7.700747794511798,8.294049640102028,2.0,0,0,3,7.700747794511798,0,2008,0,10915 243rd Ave NE,98053,216000.0,0,0,614313.8655298545,47.6762,-122.1169,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.635303886259415,8.961879012677683,2.0,0,0,3,7.635303886259415,0,1989,0,1422 S 282nd Pl,98003,255000.0,0,0,539932.8210941788,47.3091,-122.3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1.0,6.551080335043404,8.699514748210191,1.0,0,0,4,6.551080335043404,0,1949,1985,16824 11th Pl NE,98155,267800.0,0,1,450218.6320663586,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,2.75,7.904703913873747,10.52613179345847,2.0,0,0,3,7.904703913873747,0,2000,0,26429 SE 154th Pl,98027,630000.0,0,0,614313.8655298545,47.544,-122.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
3,2.25,7.727535110475448,10.081633737919603,1.0,0,0,3,7.506591780070841,450,1975,0,1023 NW 166th St,98177,680000.0,1,0,539932.8210941788,47.7564,-122.3426,0.0,0.0,0.0,0.0,0.0,0.0,0.8499731344101603,0.0,0.0,0.0,0.526826034646132,0.0,0.0
3,3.25,8.459564078579602,10.387979467850263,2.0,0,2,3,8.06777619577889,1530,1998,2006,10510 172nd Ct SE,98059,860000.0,1,1,539932.8210941788,47.4784,-122.1919,0.0,0.0,0.8698694477814449,0.0,0.0,0.0,0.0,0.0,0.0,0.4932820124598141,0.0,0.0,0.0
3,1.0,6.897704943128636,8.994916943677111,1.0,0,0,4,6.897704943128636,0,1960,2001,20824-20836 Occidental Ave S,98198,250000.0,0,1,450218.6320663586,47.3915,-122.3157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3.5,8.160518247477505,9.225721474014485,2.0,0,0,3,7.851661177889265,930,1996,0,15563 SE 67th Pl,98006,905000.0,1,0,539932.8210941788,47.5951,-122.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,3.5,7.992944547318106,8.699514748210191,2.0,0,0,3,7.992944547318106,0,2014,0,34115 SE Ash St,98065,633634.0,0,0,614313.8655298545,47.5293,-121.8412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
2,1.0,6.709304340258298,9.236982302922604,1.0,0,0,3,6.709304340258298,0,1954,2005,10218 Aqua Way S,98168,150000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,1.0,7.8399193600125825,8.85366542803745,1.0,0,0,5,7.1853870155804165,1220,1942,0,8624 Island Dr S,98118,580000.0,1,0,450218.6320663586,47.6211,-122.3244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.75,7.106606137727303,9.655026193237628,1.0,0,0,3,7.106606137727303,0,1972,2002,35301-35323 56th Ave S,98001,215500.0,0,1,539932.8210941788,47.3039,-122.2108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.718685495198466,9.338733586744581,2.0,0,0,3,7.718685495198466,0,1991,0,12362 76th Ct NE,98034,600000.0,0,0,539932.8210941788,47.6974,-122.2054,0.0,0.0,0.8841053150955672,0.0,0.0,0.4672876970558584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.5,8.38022733634308,8.738735461363474,2.0,0,3,3,7.992944547318106,1400,2008,0,6812 Phinney Ave N,98103,1555000.0,1,0,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,7.064759027791802,9.314700387300425,1.0,0,0,4,7.064759027791802,0,1968,0,766 Union Ave NE,98059,235000.0,0,0,450218.6320663586,47.4784,-122.1919,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.600902459542082,10.519888668850758,2.0,0,0,3,7.600902459542082,0,1989,0,29204 202nd Ave SE,98042,260000.0,0,0,539932.8210941788,47.3887,-122.2129,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,2.5,7.630461261783627,8.301521654940728,2.0,0,0,3,7.630461261783627,0,1999,0,921 4th Ave N,98032,244615.0,0,0,539932.8210941788,47.3887,-122.2129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.867105500316739,8.432724034789787,2.0,0,0,3,7.867105500316739,0,2008,0,7810 NE 199th St,98028,535000.0,0,0,614313.8655298545,47.7516,-122.2489,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,2.0,7.450079569807499,8.617038526385954,1.0,0,2,5,6.866933284461882,760,1941,0,4825 27th Ave S,98108,500000.0,1,0,450218.6320663586,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,7.090076835776092,8.699514748210191,1.5,0,0,3,7.090076835776092,0,1923,1998,7943 13th Ave SW,98106,220000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
3,2.0,7.22983877815125,9.06900719585954,1.0,0,0,4,7.22983877815125,0,1966,0,19807-19813 10th Pl S,98148,295000.0,0,0,450218.6320663586,47.3915,-122.3157,0.8993033188478848,0.0,0.0,0.0,0.0,0.0,0.0,0.4373254402720925,0.0,0.0,0.0,0.0,0.0
4,2.75,7.791522819150732,8.660947155060933,2.0,0,0,3,7.791522819150732,0,2005,0,25025 234th Pl SE,98038,376000.0,0,0,614313.8655298545,47.3659,-122.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
2,2.5,7.114769448366463,7.237778191923443,2.0,0,0,3,6.76849321164863,360,2004,2003,106 24th Ave E,98112,490000.0,1,1,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,7.154615356913663,9.200087995511831,1.0,0,0,3,7.154615356913663,0,1968,1997,13222 NE 193rd Pl,98072,368000.0,0,1,450218.6320663586,47.7569,-122.1478,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,1.75,7.745002803515839,9.323669057283185,1.0,0,0,4,7.396335293800808,680,1978,2000,26525 Woodland Way S,98030,385000.0,1,1,539932.8210941788,47.3887,-122.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2.25,8.006367567650246,9.36434818445553,1.5,1,4,3,8.006367567650246,0,2001,0,East Lake Sammamish Trail,98075,2400000.0,0,0,614313.8655298545,47.6017,-122.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.25,6.756932389247553,7.152268856032539,2.0,0,0,3,6.756932389247553,0,2007,0,2113 15th Ave S,98144,321950.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.75,7.215239978730097,8.484669999710677,1.5,0,0,4,7.215239978730097,0,1928,0,5048 35th Ave SW,98126,399500.0,0,0,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
6,2.25,8.072779333169498,8.664405571096625,2.0,0,0,3,8.072779333169498,0,2012,1912,25921-25929 35th Pl S,98032,375000.0,0,1,614313.8655298545,47.3887,-122.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1.75,7.8119734296220225,11.788965025637935,2.0,0,2,3,7.8119734296220225,0,1937,1999,18206 McLean Rd SW,98070,585000.0,0,1,623805.5955773297,47.4122,-122.4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623292788422624,0.0,0.0,0.5063479187785646,0.0
4,2.5,7.731930721948486,8.881836305004146,2.0,0,0,3,7.731930721948486,0,1994,0,10012 SE 244th Ct,98030,322000.0,0,0,539932.8210941788,47.3887,-122.2129,0.0,0.0,0.8698694477814449,0.0,0.0,0.0,0.0,0.0,0.0,0.4932820124598141,0.0,0.0,0.0
3,2.5,7.286191714702382,8.020927718981577,2.0,0,0,3,7.286191714702382,0,2000,0,6511 29th Ave S,98108,299880.0,0,0,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.75,7.365180126021013,8.582980931954241,1.0,0,0,3,7.029972911706386,450,1947,2012,214 20th Ave S,98144,351250.0,1,1,450218.6320663586,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.200424892944957,8.91905180393029,1.0,0,0,4,7.200424892944957,0,1973,0,16 R Pl NE,98002,223000.0,0,0,539932.8210941788,47.3039,-122.2108,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
2,1.0,7.3901814282264295,9.127502093667179,1.0,0,0,5,6.745236349484363,770,1921,0,12411 84th Ave NE,98034,350000.0,1,0,623805.5955773297,47.6974,-122.2054,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,7.1853870155804165,9.041921720351219,1.0,0,0,3,6.779921907472252,440,1961,2004,30606 2nd Ave SW,98023,232500.0,1,1,450218.6320663586,47.3091,-122.3358,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
3,2.0,7.7406644019172415,9.504352368122833,1.0,0,0,3,7.265429723253953,870,1955,2005,335-345 105th Ave SE,98004,610000.0,1,1,450218.6320663586,47.5951,-122.1535,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,2.5,7.8632667240095735,9.219498309760949,1.0,0,0,3,7.8632667240095735,0,1984,0,22922 NE 14th St,98074,625000.0,0,0,539932.8210941788,47.6017,-122.0416,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
4,3.25,7.912056888179006,10.896998551203797,1.0,0,0,3,7.352441100243583,1170,2007,0,9927 174th Ave SE,98059,625000.0,1,0,614313.8655298545,47.4784,-122.1919,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
4,2.25,8.104703468371108,11.756898567094519,2.0,0,0,5,8.104703468371108,0,1924,1956,15445 NE 144th Pl,98072,1140000.0,0,1,623805.5955773297,47.7569,-122.1478,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
4,2.5,7.630461261783627,8.919319398258887,1.0,0,0,3,7.272398392570047,620,1985,0,14117 175th Ave NE,98052,575550.0,1,0,539932.8210941788,47.6762,-122.1169,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,7.177782416195197,8.556413904569519,1.5,0,0,3,7.05617528410041,150,1945,2010,7127 29th Ave SW,98126,266066.666667,1,1,450218.6320663586,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
2,1.0,7.003065458786462,8.188133414510478,1.0,0,0,4,7.003065458786462,0,1926,1993,3242 15th Ave S,98144,403000.0,0,1,623805.5955773297,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.3901814282264295,8.927977461002001,1.0,0,0,3,7.177782416195197,310,1988,2000,21659 SE 266th St,98038,258000.0,1,1,539932.8210941788,47.3659,-122.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
5,3.75,7.969011781106478,8.517193191416238,1.0,0,0,3,7.177782416195197,1580,2006,0,3665 Renton Ave S,98144,390000.0,1,0,614313.8655298545,47.6211,-122.3244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3.0,8.207946941048617,9.267004219093725,1.0,0,0,5,7.630461261783627,1610,1952,1998,5011 NE 180th St,98155,569000.0,1,1,450218.6320663586,47.7574,-122.2865,0.0,0.0,0.0,0.0,0.0,0.6870009097877064,0.0,0.0,0.0,0.0,0.7266565557062454,0.0,0.0
3,1.75,7.114769448366463,9.169518377455928,1.0,0,0,4,7.114769448366463,0,1984,0,26119 185th Pl SE,98042,239950.0,0,0,539932.8210941788,47.3668,-122.1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
4,3.25,8.24800570160062,10.092701965587253,2.0,0,1,4,8.104703468371108,510,1990,0,8565 E Mercer Way,98040,1250000.0,1,0,539932.8210941788,47.5661,-122.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2.5,7.893572073504902,9.324918276683619,1.0,0,0,3,7.893572073504902,0,2006,0,24035 NE Adair Rd,98053,930000.0,0,0,614313.8655298545,47.6762,-122.1169,0.0,0.0,0.0,0.0,0.0,0.386339139231587,0.0,0.0,0.9223568016216915,0.0,0.0,0.0,0.0
3,2.5,7.333023014386481,7.976938756959434,2.0,0,0,4,7.333023014386481,0,1986,0,11807 NE 105th Ct,98033,379000.0,0,0,539932.8210941788,47.6974,-122.2054,0.0,0.0,0.8841053150955672,0.0,0.0,0.4672876970558584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.75,7.1929342212158,9.480520169291822,1.0,0,0,3,7.1929342212158,0,1968,1997,903 S 317th St,98003,225000.0,0,1,450218.6320663586,47.3091,-122.3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,1.75,7.05617528410041,10.019936365179374,1.0,0,0,4,7.05617528410041,0,1976,1992,18124-18204 83rd Ave NE,98028,329333.333333,0,1,539932.8210941788,47.7516,-122.2489,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,7.982757702011113,9.550875771331766,1.0,0,2,4,7.426549072397305,1250,1980,0,22514 101st Ln SW,98070,545000.0,1,0,539932.8210941788,47.4122,-122.4726,0.0,0.0,0.0,0.0,0.8704796116968184,0.0,0.0,0.0,0.0,0.0,0.0,0.4922044754166263,0.0
2,1.0,6.646390514847729,8.484669999710677,1.0,0,0,4,6.646390514847729,0,1927,0,5628 35th Ave SW,98126,275000.0,0,0,623805.5955773297,47.6211,-122.3244,0.0,0.5162342959404601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564474015926825,0.0
3,2.5,7.77485576666552,8.829372735468406,2.0,0,0,3,7.77485576666552,0,2002,0,7075-7131 Thompson Ave SE,98065,574000.0,0,0,614313.8655298545,47.5293,-121.8412,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,2.5,7.682482446534506,8.517193191416238,2.0,0,0,3,7.682482446534506,0,2003,0,1778 26th Ave NE,98029,619500.0,0,0,614313.8655298545,47.544,-122.0471,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.25,7.630461261783627,9.245514446983837,1.0,0,0,4,7.1853870155804165,740,1962,0,6132-6198 125th Ave SE,98006,558000.0,1,0,450218.6320663586,47.5951,-122.1535,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
4,2.0,7.326465613840322,8.732304571033183,1.5,0,0,3,7.326465613840322,0,1945,2010,6811 55th Ave NE,98115,640000.0,0,1,450218.6320663586,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5,7.933796874815411,10.67106943758126,2.0,0,0,4,7.933796874815411,0,1989,0,20324 194th Pl NE,98077,665000.0,0,0,539932.8210941788,47.7569,-122.1478,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,2.75,8.055157731819678,12.301282820334166,2.0,0,0,4,8.006367567650246,150,1990,0,5424 298th Ave SE,98050,685000.0,1,0,539932.8210941788,47.5239,121.9274,0.0,0.6187245451487468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7856080048156818,0.0,0.0,0.0
3,2.25,7.847762537473608,10.629730960585263,2.0,0,0,3,7.847762537473608,0,1986,0,12923 206th Ct SE,98027,658588.0,0,0,539932.8210941788,47.544,-122.0471,0.0,0.0,0.8698694477814449,0.0,0.0,0.0,0.0,0.0,0.0,0.4932820124598141,0.0,0.0,0.0
4,2.5,7.904703913873747,8.679312040892672,2.0,0,0,3,7.904703913873747,0,1998,2006,12713 SE 302nd St,98092,370000.0,0,1,539932.8210941788,47.3039,-122.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712126979970032,0.70205068506395,0.0,0.0
3,1.0,6.917705609835305,9.144200569471638,1.0,0,0,3,6.917705609835305,0,1981,2013,9703 130th Ave NE,98033,350000.0,0,1,539932.8210941788,47.6974,-122.2054,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.75,7.6255950721324535,9.298351249298896,1.0,0,3,3,7.27931883541462,600,1974,0,3860 NE 157th Pl,98155,790000.0,1,0,539932.8210941788,47.7574,-122.2865,0.0,0.0,0.0,0.0,0.0,0.6361612497445948,0.0,0.7715561316737722,0.0,0.0,0.0,0.0,0.0
3,2.5,7.644919344958857,8.699514748210191,1.5,0,0,4,7.644919344958857,0,1928,0,3832 43rd Ave NE,98105,1365000.0,0,0,623805.5955773297,47.6211,-122.3244,0.0,0.6454246701002005,0.0,0.0,0.0,0.7638239294667636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.25,7.402451520818244,9.3101857069459,1.0,0,0,4,7.402451520818244,0,1972,0,14513-14521 164th Pl SE,98059,352000.0,0,0,539932.8210941788,47.4784,-122.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7489919797839273,0.0,0.6625790626177024,0.0,0.0,0.0
